archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
219.3,0,0,0,10300, , ,0029,1,20171205,3동,0,0, ,0,제2종근린생활시설,기타지붕(철판),일반철골구조,0,0, ,1,10.2,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-20820,10301,53.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 29-1번지,20021223,1101,신축허가,4490136,건축과,2002,1,일반,2,일반건축물,0,41,90,기타지붕, , ,44133, ,20030206,31,일반철골구조,219.3,219.3,0,20031001,0,219.3
456.35,0,0,0,10300, , ,0029,1,20190530,4동,0,0, ,0,"제1,2종근린생활시설",(철근)콘크리트,철근콘크리트구조,0,0, ,7,27.9,0,0,0,0,0,0,0, ,0001, ,0,주건축물,03000,제1종근린생활시설,44133-100288794,10301,53.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 29-1번지,20140625,1102,증축허가,4490292,자치민원과,2014,1,일반,2,일반건축물,1,42,10,(철근)콘크리트, ,1,44133, ,20140926,21,철근콘크리트구조,2296.2,2296.2,0,20150731,0,2296.2
878.7,0,0,0,10300, , ,0029,1,20200427,1동,0,0, ,0,"제1,2종근린생활시설",기타지붕(철판),일반철골구조,0,0, ,2,16.7,0,0,0,0,0,0,0, ,0001, ,0,주건축물,03000,제1종근린생활시설,44133-100202354,10301,53.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 29-1번지,20021223,1101,신축허가,4490136,건축과,2002,1,일반,2,일반건축물,0,43,90,기타지붕, ,0,44133, ,20030206,31,일반철골구조,995.6,995.6,0,20031001,0,995.6
28,0,0,0,10300, , ,0029,1,20200427,2동,0,0, ,0,제2종근린생활시설,기타지붕(철판),경량철골구조,0,0, ,1,3.9,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-100202355,10301,53.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 29-1번지,20021223,1101,신축허가,4490136,건축과,2002,1,일반,2,일반건축물,0,44,90,기타지붕, ,0,44133, ,20030206,32,경량철골구조,28,28,0,20031001,0,28
2647.12,0,0,22.93,10300,환서중학교, ,0031,0,20181220, ,0,78, ,0,교육연구시설,콘크리트(슬래브),"철근콘크리트구조,철골구조",0,63,3,5,20.9,0,0,0,0,0,0,0, ,0000, ,0,주건축물,10000,교육연구시설,44133-100245474,10301,50.0,441333250048,0.0,0, 충청남도 천안시 서북구 한들3로 50,0,54,0,0,11545,0,충청남도 천안시 서북구 백석동 31번지, , , , , , ,1,일반,2,일반건축물,1,45,10,(철근)콘크리트, ,0,44133, ,20111201,21,철근콘크리트구조,9994.63,9994.63,1, ,84.56,9762.19
456.61,0,0,54.55,10300, , ,0035,0,20200508, ,0,0, ,0,"제1,2종근린생활시설",기타지붕(패널),경량철골구조,0,0, ,1,6.65,0,0,0,0,0,0,0, ,0027, ,0,주건축물,04000,제2종근린생활시설,44133-100223049,10301,76.0,441333250048,0.0,0, 충청남도 천안시 서북구 한들3로 76,34.5,3,0,0,837,0,충청남도 천안시 서북구 백석동 35-27번지,20100730,1101,신축허가,5660007,도시건축과,2010,1,일반,2,일반건축물,0,46,90,기타지붕, ,0,44133, ,20100902,32,경량철골구조,456.61,456.61,0,20110506,54.55,456.61
572.08,0,0,59.47,10300,피양옥, ,0036,1,20201007, ,0,0, ,0,제2종근린생활시설,판넬,일반철골구조,0,0, ,1,7.5,0,0,0,0,0,0,0, ,0010, ,0,주건축물,04000,제2종근린생활시설,44133-100358014,10301,31.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 31,46,4,0,0,962,0,충청남도 천안시 서북구 백석동 36-10번지,20170926,1101,신축허가,5660007,도시건축과,2017,1,일반,2,일반건축물,0,47,90,기타지붕, ,1,44133, ,20171012,31,일반철골구조,572.08,572.08,0,20180227,59.47,572.08
269.74,0,0,56.67,10300, , ,0039,0,20221110, ,0,0, ,0,제1종근린생활시설 외1,(철근)콘크리트,철근콘크리트구조,0,0, ,4,15.2,1,0,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-100340259,10301,78.0,441333250048,32.0,0, 충청남도 천안시 서북구 한들3로 78-32,69,6,0,0,476,0,충청남도 천안시 서북구 백석동 39번지,20170206,1101,신축허가,5660007,도시건축과,2017,2,집합,3,표제부,1,48,10,(철근)콘크리트, ,1,44133, ,20170217,21,철근콘크리트구조,873.7,873.7,0,20170804,182.01,866.35
249.3,0,0,28.69,10300, , ,0039,1,20220727,1동,0,0, ,0,"제1,2종근린생활시설, 자동차관련시설","판넬, 철판",경량철골구조,0,0, ,1,5,0,0,0,0,0,0,0, ,0004, ,0,주건축물,03000,제1종근린생활시설,44133-61102,10301,67.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 67,11.5,1,0,0,869,0,충청남도 천안시 서북구 백석동 39-4번지,20040816,1101,신축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,49,90,기타지붕, ,0,44133, ,20060731,32,경량철골구조,249.3,249.3,0,20061127,28.69,249.3
358.2,0,0,56.41,10300, , ,0039,0,20190405,1동,0,0, ,0,제1종근린생활시설,판넬,일반철골구조,0,0, ,1,6.9,0,0,0,0,0,0,0, ,0007, ,0,주건축물,03000,제1종근린생활시설,44133-100383394,10301,105.0,441333250049,14.0,0, 충청남도 천안시 서북구 한들4로 105-14,34.5,3,0,0,635,0,충청남도 천안시 서북구 백석동 39-7번지,20170728,1101,신축허가,5660007,도시건축과,2017,1,일반,2,일반건축물,0,50,90,기타지붕, ,0,44133, ,20180824,31,일반철골구조,356.43,356.43,0,20190125,56.13,356.43
197.85,0,0,54.96,10300, , ,0040,2,20210929, ,0,0, ,0,제1종근린생활시설,기타지붕,경량철골구조,0,0, ,1,7.1,0,0,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-100436894,10301,63.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 63,12.5,1,0,0,360,0,충청남도 천안시 서북구 백석동 40번지,20210111,1101,신축허가,5660032,건축과,2021,1,일반,2,일반건축물,0,51,90,기타지붕, ,0,44133, ,20210506,32,경량철골구조,197.85,197.85,0,20210823,54.96,197.85
336,0,0,17.94,10300, , ,0040,1,20171205, ,0,0, ,0,"제1,2종근린생활시설",철판,경량철골구조,0,0, ,1,7.2,0,0,0,0,0,0,0, ,0005, ,0,주건축물,03000,제1종근린생활시설,44133-47298,10301,57.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 57,23,2,0,0,1873,0,충청남도 천안시 서북구 백석동 40-5번지,20050107,1101,신축허가,4490136,건축과,2005,1,일반,2,일반건축물,0,52,90,기타지붕, , ,44133, ,20051209,32,경량철골구조,336,336,0,20060323,17.94,336
385.85,0,0,57.16,10300, , ,0040,0,20220623,1동,0,0, ,0,제2종근린생활시설,철판(샌드위치판넬),일반철골구조,0,0, ,1,6.7,0,0,0,0,0,0,0, ,0006, ,0,주건축물,04000,제2종근린생활시설,44133-100452114,10301,105.0,441333250049,4.0,0, 충청남도 천안시 서북구 한들4로 105-4,37.5,3,0,0,675,0,충청남도 천안시 서북구 백석동 40-6번지,20210622,1101,신축허가,5660032,건축과,2021,1,일반,2,일반건축물,0,53,90,기타지붕,Ⅶ-0.168g,1,44133, ,20210805,31,일반철골구조,385.85,385.85,0,20220530,57.16,385.85
307.93,0,0,33.84,10300, , ,0042,0,20220930,1동,0,0, ,0,제2종근린생활시설,판넬,일반철골구조,0,0, ,1,6.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,04000,제2종근린생활시설,44133-100382174,10301,78.0,441333250048,25.0,0, 충청남도 천안시 서북구 한들3로 78-25,57.5,5,0,0,910,0,충청남도 천안시 서북구 백석동 42번지,20180720,1101,신축허가,5660007,도시건축과,2018,1,일반,2,일반건축물,0,54,90,기타지붕,Ⅶ-0.199g,1,44133, ,20180920,31,일반철골구조,307.93,307.93,0,20190109,33.84,307.93
311.32,0,0,58.96,10300, , ,0043,1,20180125, ,0,0, ,0,제1종근린생활시설,(철근)콘크리트,일반철골구조,0,0, ,2,9.2,0,0,0,0,0,0,0, ,0002, ,0,주건축물,03000,제1종근린생활시설,44133-100345734,10301,78.0,441333250048,42.0,0, 충청남도 천안시 서북구 한들3로 78-42,57.5,5,0,0,528,0,충청남도 천안시 서북구 백석동 43-2번지,20160816,1101,신축허가,5660007,도시건축과,2016,1,일반,2,일반건축물,0,55,10,(철근)콘크리트, ,1,44133, ,20161206,31,일반철골구조,622.64,622.64,0,20171106,117.92,622.64
133.84,0,0,56.47,10300, , ,0043,1,20190530, ,0,0, ,0,노유자시설,철근콘크리트(평지붕),철근콘크리트구조,0,0, ,3,10.4,0,0,0,0,0,0,0, ,0003, ,0,주건축물,11000,노유자시설,44133-100245354,10301,78.0,441333250048,27.0,0, 충청남도 천안시 서북구 한들3로 78-27,12,1,0,0,237,0,충청남도 천안시 서북구 백석동 43-3번지,20120706,1101,신축허가,5660007,도시건축과,2012,1,일반,2,일반건축물,0,56,10,(철근)콘크리트, ,1,44133, ,20120718,21,철근콘크리트구조,285.67,285.67,0,20130205,120.54,285.67
317.35,0,0,32.95,10300, , ,0043,0,20181221, ,0,0, ,0,제2종근린생활시설,기타지붕(조립식판넬),경량철골구조,0,0, ,1,6.35,0,0,0,0,0,0,0, ,0004, ,0,주건축물,04000,제2종근린생활시설,44133-100238997,10301,71.0,441333250015,12.0,0, 충청남도 천안시 서북구 노태산로 71-12,138,12,0,0,963,0,충청남도 천안시 서북구 백석동 43-4번지,20120425,1101,신축허가,5660007,도시건축과,2012,1,일반,2,일반건축물,0,57,90,기타지붕, ,0,44133, ,20120502,32,경량철골구조,317.35,317.35,0,20120816,32.95,317.35
210.97,0,0,53.96,10300, , ,0043,0,20190530, ,0,0, ,0,"단독주택,제1종근린생활시설","경사지붕,평슬라브",철근콘크리트구조,11,0, ,4,14.6,0,0,0,0,0,0,0, ,0012, ,0,주건축물,01000,단독주택,44133-100305034,10301,78.0,441333250048,46.0,0, 충청남도 천안시 서북구 한들3로 78-46,92,8,0,0,391,0,충청남도 천안시 서북구 백석동 43-12번지,20150910,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,1,58,10,(철근)콘크리트, ,1,44133, ,20151001,21,철근콘크리트구조,664.34,664.34,0,20160425,169.91,664.34
223.17,0,0,59.83,10300, , ,0043,3,20190530, ,0,0, ,0,"단독주택, 제1,2종근린생활시설",(철근)콘크리트,철근콘크리트구조,10,0, ,4,13.3,0,0,0,0,0,0,0, ,0013, ,0,주건축물,01000,단독주택,44133-100291126,10301,78.0,441333250048,54.0,0, 충청남도 천안시 서북구 한들3로 78-54,92,8,0,0,373,0,충청남도 천안시 서북구 백석동 43-13번지,20150320,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,1,59,10,(철근)콘크리트, ,1,44133, ,20150325,21,철근콘크리트구조,776.68,776.68,0,20150909,208.23,776.68
245.13,0,0,59.64,10300, , ,0043,0,20190530, ,0,0, ,0,단독주택,(철근)콘크리트,철근콘크리트구조,15,0, ,4,15,0,0,122.2,11,0,0,0, ,0015, ,0,주건축물,01000,단독주택,44133-100291102,10301,78.0,441333250048,52.0,0, 충청남도 천안시 서북구 한들3로 78-52,0,0,0,0,411,0,충청남도 천안시 서북구 백석동 43-15번지,20150320,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,1,60,10,(철근)콘크리트, ,1,44133, ,20150325,21,철근콘크리트구조,658.36,658.36,0,20150908,160.18,658.36
241.48,0,0,59.62,10300, , ,0043,0,20220804, ,0,0, ,0,단독주택,(철근)콘크리트,철근콘크리트구조,14,0, ,4,14.7,0,0,126.5,11,0,0,0, ,0016, ,0,주건축물,01000,단독주택,44133-100291182,10301,78.0,441333250048,48.0,0, 충청남도 천안시 서북구 한들3로 78-48,0,0,0,0,405,0,충청남도 천안시 서북구 백석동 43-16번지,20150320,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,1,61,10,(철근)콘크리트, ,1,44133, ,20150325,21,철근콘크리트구조,656.3,656.3,0,20150909,162.05,656.3
223.89,0,0,59.23,10300, , ,0043,1,20190530, ,0,0, ,0,"단독주택, 제1,2종근린생활시설",(철근)콘크리트,철근콘크리트구조,10,0, ,4,15,0,0,0,0,0,0,0, ,0018, ,0,주건축물,01000,단독주택,44133-100291125,10301,78.0,441333250048,50.0,0, 충청남도 천안시 서북구 한들3로 78-50,92,8,0,0,378,0,충청남도 천안시 서북구 백석동 43-18번지,20150120,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,1,62,10,(철근)콘크리트, ,1,44133, ,20150320,21,철근콘크리트구조,782.36,782.36,0,20150909,206.97,782.36
598.83,0,0,53.13,10300,엘리시온 빌딩, ,0054,0,20190530,엘리시온 빌딩,0,0, ,0,제1종근린생활시설,평슬라브,철근콘크리트구조,0,0, ,7,28.05,0,0,586.01,22,0,0,0, ,0031, ,0,주건축물,03000,제1종근린생활시설,44133-100322614,10301,73.0,441333250015,0.0,0, 충청남도 천안시 서북구 노태산로 73,0,0,0,0,1127,0,충청남도 천안시 서북구 백석동 54-31번지,20151228,1101,신축허가,4490325,건축과,2015,2,집합,3,표제부,4,63,10,(철근)콘크리트, ,1,44133, ,20160122,21,철근콘크리트구조,3601.32,3601.32,1,20161209,249.36,2810.28
526.06,0,0,59.78,10300, , ,0081,0,20190530, ,0,0, ,0,제2종근린생활시설,조립식판넬,경량철골구조,0,0, ,1,6.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,04000,제2종근린생활시설,44133-100302375,10301,64.0,441333250047,0.0,0, 충청남도 천안시 서북구 한들2로 64,46,4,0,0,880,0,충청남도 천안시 서북구 백석동 81번지,20151005,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,0,64,90,기타지붕, ,1,44133, ,20151123,32,경량철골구조,526.06,526.06,0,20160308,59.78,526.06
324.92,0,0,54.61,10300, , ,0081,0,20200427, ,0,0, ,0,제2종근린생활시설,기타지붕,경량철골구조,0,0, ,1,6.12,0,0,0,0,0,0,0, ,0027, ,0,주건축물,04000,제2종근린생활시설,44133-100302674,10301,62.0,441333250047,0.0,0, 충청남도 천안시 서북구 한들2로 62,23,2,0,0,595,0,충청남도 천안시 서북구 백석동 81-27번지,20151120,1101,신축허가,5660007,도시건축과,2015,1,일반,2,일반건축물,0,65,90,기타지붕, ,0,44133, ,20151202,32,경량철골구조,324.92,324.92,0,20160317,54.61,324.92
413.91,0,0,42.02,10300, , ,0083,0,20200427, ,0,0, ,0,제2종근린생활시설,기타지붕(조립식패넬),일반철골구조,0,0, ,1,5.6,0,0,0,0,0,0,0, ,0004, ,0,주건축물,04000,제2종근린생활시설,44133-100240315,10301,46.0,441333250049,0.0,0, 충청남도 천안시 서북구 한들4로 46,34.5,3,0,0,985,0,충청남도 천안시 서북구 백석동 83-4번지,20110920,1101,신축허가,5660007,도시건축과,2012,1,일반,2,일반건축물,0,66,90,기타지붕, ,0,44133, ,20110930,31,일반철골구조,413.91,413.91,0,20120920,42.02,413.91
320.48,0,0,37.66,10300, , ,0093,0,20200427, ,0,0, ,0,제2종근린생활시설,기타지붕(조립식패넬),일반철골구조,0,0, ,1,5.6,0,0,0,0,0,0,0, ,0002, ,0,주건축물,04000,제2종근린생활시설,44133-100240316,10301,40.0,441333250049,0.0,0, 충청남도 천안시 서북구 한들4로 40,23,2,0,0,851,0,충청남도 천안시 서북구 백석동 93-2번지,20110920,1101,신축허가,5660007,도시건축과,2012,1,일반,2,일반건축물,0,67,90,기타지붕, ,0,44133, ,20110930,31,일반철골구조,320.48,320.48,0,20120920,37.66,320.48
814.24,0,0,59.7,10300, , ,0100,0,20180720, ,0,0, ,0,제1종근린생활시설,판넬,일반철골구조,0,0, ,1,6.12,0,3,0,0,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-100353755,10301,46.0,441333250047,5.0,0, 충청남도 천안시 서북구 한들2로 46-5,69,6,0,0,1364,0,충청남도 천안시 서북구 백석동 100번지,20170714,1101,신축허가,5660007,도시건축과,2017,1,일반,2,일반건축물,0,68,90,기타지붕, ,1,44133, ,20170929,31,일반철골구조,814.24,814.24,0,20180123,59.7,814.24
612.28,0,0,6.14,10300, , ,0101,1,20200723, ,0,0, ,0,운동시설,철판,"철골조, 철근콘크리트조",0,0, ,3,13.35,0,0,0,0,0,0,0, ,0000, ,0,주건축물,13000,운동시설,44133-43163,10301,46.0,441333250047,11.0,0, 충청남도 천안시 서북구 한들2로 46-11,649.5,56,0,0,9970,0,충청남도 천안시 서북구 백석동 101번지,19991228, , , , , ,1,일반,2,일반건축물,0,69,90,기타지붕, ,0,44133, ,20011226,31,일반철골구조,1565.17,0,1,20030429,15.26,1521.77
330.66,0,0,0,10300, , ,0101,0,20170511,1,0,0, ,0,제2종근린생활시설,기타지붕(샌드위치판넬),경량철골구조,0,0, ,1,5.1,0,0,0,0,0,0,0, ,0010, ,0,주건축물,04000,제2종근린생활시설,44133-43561,10301,46.0,441333250047,9.0,0, 충청남도 천안시 서북구 한들2로 46-9,34.5,3,0,0,0,0,충청남도 천안시 서북구 백석동 101-10번지,20060510,1101,신축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,70,90,기타지붕, , ,44133, ,20060525,31,일반철골구조,330.66,330.66,0,20061215,0,330.66
73.5,0,0,0,10300, , ,0101,0,20200427,2,0,0, ,0,제1종근린생활시설(소매점),기타지붕(샌드위치판넬),경량철골구조,0,0, ,1,5.1,0,0,0,0,0,0,0, ,0010, ,0,주건축물,03000,제1종근린생활시설,44133-100184369,10301,46.0,441333250047,9.0,0, 충청남도 천안시 서북구 한들2로 46-9,34.5,3,0,0,0,0,충청남도 천안시 서북구 백석동 101-10번지,20080908,1202,증축신고,5660007,도시건축과,2008,1,일반,2,일반건축물,0,71,90,기타지붕, ,0,44133, ,20080912,32,경량철골구조,73.5,73.5,0,20081017,0,73.5
236,0,0,11.39,10300, , ,0101,0,20220825,1동,0,0, ,0,"제1,2종근린생활시설",(철근)콘크리트,철근콘크리트구조,0,0, ,1,5.7,0,0,23,2,0,0,0, ,0011, ,0,주건축물,03000,제1종근린생활시설,44133-24526,10301,34.0,441333250047,21.0,0, 충청남도 천안시 서북구 한들2로 34-21,0,0,0,0,2072,0,충청남도 천안시 서북구 백석동 101-11번지,20060510,1101,신축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,72,10,(철근)콘크리트, ,0,44133, ,20060525,21,철근콘크리트구조,228,228,0,20071009,11,228
236,0,0,15.33,10300, , ,0101,0,20090318,1동,0,0, ,0,제2종근린생활시설(일반음식점),(철근)콘크리트,철근콘크리트구조,0,0, ,1,6.3,0,0,0,0,0,0,0, ,0013, ,0,주건축물,04000,제2종근린생활시설,44133-62075,10301,34.0,441333250047,19.0,0, 충청남도 천안시 서북구 한들2로 34-19,23,2,0,0,1539,0,충청남도 천안시 서북구 백석동 101-13번지,20030111,1101,신축허가,4490136,건축과,2003,1,일반,2,일반건축물,0,73,10,(철근)콘크리트, , ,44133, ,20050111,21,철근콘크리트구조,228,228,0,20070911,14.81,228
4847.19,0,0,48.64,10300, , ,0101,0,20220919, ,0,0, ,0,종교시설,"철근콘크리트(평지붕), 철골조(경사지붕)",철근콘크리트구조(철골조),0,0, ,6,28.27,0,0,0,0,0,0,0, ,0015, ,0,주건축물,06000,종교시설,44133-100225849,10301,34.0,441333250047,23.0,0, 충청남도 천안시 서북구 한들2로 34-23,0,94,0,0,9965,0,충청남도 천안시 서북구 백석동 101-15번지,20020916,1101,신축허가,4490136,건축과,2002,1,일반,2,일반건축물,1,74,10,(철근)콘크리트, ,1,44133, ,20040430,21,철근콘크리트구조,10629.74,10629.74,0,20110801,106.67,10629.74
327.22,0,0,49.5,10300, , ,0104,0,20200427, ,0,0, ,0,단독주택 외2,(철근)콘크리트,철근콘크리트구조,7,0, ,4,16.6,0,0,0,0,0,0,0, ,0000, ,0,주건축물,01000,단독주택,44133-100334276,10301,34.0,441333250047,27.0,0, 충청남도 천안시 서북구 한들2로 34-27,110.7,10,0,0,661,0,충청남도 천안시 서북구 백석동 104번지,20160511,1101,신축허가,5660007,도시건축과,2016,1,일반,2,일반건축물,1,75,10,(철근)콘크리트, ,0,44133, ,20160620,21,철근콘크리트구조,998.56,998.56,0,20170614,151.07,998.56
802.2,0,0,0,10300,환서초등학교, ,0105,1,20200427,10동,0,0, ,0,교육연구시설,철근콘크리트(평스라브),철근콘크리트구조,0,0, ,4,17.4,0,0,0,0,0,0,0, ,0000, ,0,주건축물,10000,교육연구시설,44133-100202884,10301,34.0,441333250047,41.0,0, 충청남도 천안시 서북구 한들2로 34-41,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 105번지, , , , , , ,1,일반,2,일반건축물,0,76,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,2716.92,2716.92,0,20091215,0,2716.92
566.88,0,0,0,10300,환서초등학교, ,0105,1,20200427,3동,0,0, ,0,교육연구시설,(철근)콘크리트,철근콘크리트구조,0,0, ,5,20.45,0,0,0,0,0,0,0, ,0000, ,0,주건축물,10000,교육연구시설,44133-100265047,10301,34.0,441333250047,41.0,0, 충청남도 천안시 서북구 한들2로 34-41,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 105번지, , , , , , ,1,일반,2,일반건축물,0,77,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,2145.13,2145.13,0, ,0,2145.13
1057.23,0,0,0,10300,환서초등학교, ,0105,1,20200427,2동,0,0, ,0,교육연구시설,(철근)콘크리트,"철근콘크리트구조,철골조",0,0, ,3,15.25,0,0,0,0,0,0,0, ,0000, ,0,주건축물,10000,교육연구시설,44133-100265046,10301,34.0,441333250047,41.0,0, 충청남도 천안시 서북구 한들2로 34-41,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 105번지, , , , , , ,1,일반,2,일반건축물,0,78,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,1923.94,1923.94,0, ,0,1923.94
1947.29,0,0,0,10300,환서초등학교, ,0105,1,20220111,1동,0,0, ,0,교육연구시설,슬래브,"철근콘크리트조, 시멘트벽돌조",0,0, ,4,0,0,0,0,0,0,0,0, ,0000, ,0,주건축물,10000,교육연구시설,44133-7162,10301,34.0,441333250047,41.0,0, 충청남도 천안시 서북구 한들2로 34-41,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 105번지, , , , , , ,1,일반,2,일반건축물,0,79,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,5498,5498,1,19771028,0,5433.2
74.88,0,0,19.76,10300, , ,0105,1,20170718, ,0,0, ,0,근린생활시설,철판,경량철골조,0,0, ,1,5.5,0,0,0,0,0,0,0, ,0002, ,0,주건축물,03000,제1종근린생활시설,44133-33410,10301,34.0,441333250047,31.0,0, 충청남도 천안시 서북구 한들2로 34-31,0,0,0,0,379,0,충청남도 천안시 서북구 백석동 105-2번지,19980813, , , , , ,1,일반,2,일반건축물,0,80,90,기타지붕, , ,44133, ,19980911,32,경량철골구조,74.88,74.88,0,19981031,19.76,74.88
180,0,0,19.67,10300, , ,0107,0,20220808, ,0,0, ,0,제2종근린생활시설,기타지붕(판넬),일반철골구조,0,0, ,2,9.6,0,0,0,0,0,0,0, ,0001, ,0,주건축물,04000,제2종근린생활시설,44133-59437,10302,17.0,441332250001,40.0,0, 충청남도 천안시 서북구 동서대로 17-40,34.5,3,0,0,915,0,충청남도 천안시 서북구 백석동 107-1번지,20040323,1101,신축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,81,90,기타지붕, ,0,44133, ,20040726,31,일반철골구조,360,360,0,20041123,39.34,360
135.48,0,0,19.33,10300, , ,0107,0,20200427, ,0,0, ,0,제1종근린생활시설,기타지붕(판넬),경량철골구조,0,0, ,2,9.4,0,0,0,0,0,0,0, ,0011, ,0,주건축물,03000,제1종근린생활시설,44133-13384,10302,17.0,441332250001,40.0,0, 충청남도 천안시 서북구 동서대로 17-40,11.5,1,0,0,701,0,충청남도 천안시 서북구 백석동 107-11번지,20040714,1101,신축허가,4490136,건축과,2004,1,일반,2,일반건축물,0,82,90,기타지붕, ,0,44133, ,20040726,32,경량철골구조,218.92,218.92,0,20041123,31.23,218.92
608.061,0,0,59.85,10300, , ,0108,0,20221130,1동,0,0, ,0,제1종근린생활시설,(철근)콘크리트,철근콘크리트구조,0,0, ,5,20.98,0,20,249.4,22,0,0,0, ,0000, ,0,주건축물,03000,제1종근린생활시설,44133-100372675,10301,30.0,441333250048,0.0,0, 충청남도 천안시 서북구 한들3로 30,0,0,0,0,1016,0,충청남도 천안시 서북구 백석동 108번지,20170825,1101,신축허가,4490325,건축과,2017,2,집합,3,표제부,1,83,10,(철근)콘크리트, ,1,44133, ,20171113,21,철근콘크리트구조,3277.624,3277.624,1,20180917,249.01,2529.898
