,as1,as2,as3,as4,bjdCode,kaptCode,kaptName
11827,서울특별시,강남구,대치동,1168010600,A13528008,대치효성,
11828,충청북도,청주상당구,용암동,4311112400,A36010016,청주용암주공1단지,
11829,경상북도,포항북구,득량동,4711311400,A79179204,양학도뮤토,
11830,서울특별시,도봉구,창동,1132010700,A13204203,창동건영캐스빌,
11831,광주광역시,남구,행암동,2915511000,A50385503,효천LH천년나무2단지,
11832,울산광역시,동구,방어동,3117010100,A68271102,대왕암엘크루,
11833,경기도,성남수정구,단대동,4113110400,A46170401,성남단대푸르지오,
11834,대전광역시,대덕구,상서동,3023011600,A30612001,주은반석아파트,
11835,서울특별시,강남구,논현동,1168010800,A13572601,동화히스토리,
11836,대구광역시,동구,신천동,2714010200,A70182301,동대구삼환나우빌,
11837,서울특별시,광진구,자양동,1121510500,A14319015,구의현대홈시티,
11838,대구광역시,수성구,범어동,2726010100,A70601006,범어SKVIEW아파트,
11839,경상남도,김해시,삼계동,4825010700,A62107007,화정마을1단지 부영아파트 (부영5차),
11840,경기도,군포시,부곡동,4141010300,A43573704,의왕역센트럴파크,
11841,서울특별시,중랑구,면목동,1126010100,A13183502,면목삼익,
11842,서울특별시,금천구,시흥동,1154510300,A15303204,벽산6,
11843,부산광역시,사상구,덕포동,2653010300,A61777903,덕포경동메르빌,
11844,광주광역시,광산구,월계동,2920011500,A50630212,성원아파트,
11845,경기도,수원영통구,영통동,4111710500,A44347016,청명주공,
11846,전라남도,완도군,완도읍,군내리,4689025021,A53780001,완도 현대아파트
11847,대전광역시,유성구,봉명동,3020011100,A30530115,세움펠리피아,
11848,경기도,고양일산서구,주엽동,4128710200,A41183802,문촌마을13단지대우유토피아,
11849,경상남도,김해시,진영읍,여래리,4825025027,A62180106,김해진영마루애주상복합아파트
11850,경상남도,창원성산구,내동,4812311100,A64105002,월드메르디앙웨스턴애비뉴,
11851,경상남도,함안군,칠원읍,무기리,4873025328,A63792202,칠원대동
11852,광주광역시,광산구,선암동,2920010700,A50610005,선운진아리채,
11853,경기도,용인수지구,신봉동,4146510500,A44815004,신봉마을자이3차,
11854,대구광역시,달성군,현풍읍,중리,2771026522,A10028188,대구테크노폴리스서한이다음
11855,대전광역시,서구,탄방동,3017010600,A30285802,스위트빌2,
11856,경상남도,함안군,칠원읍,구성리,4873025321,A63792102,함안칠원LH
11857,경상남도,산청군,산청읍,지리,4886025023,A10028184,산청 삼한사랑채
11858,부산광역시,기장군,기장읍,내리,2671025034,A61990107,동부산동원로얄듀크
11859,경상북도,경산시,계양동,4729011600,A71212002,초원맘모스,
11860,광주광역시,남구,봉선동,2915511500,A50381003,쌍용스윗닷홈,
11861,경기도,의정부시,의정부동,4115010100,A10028176,신한헤스티아,
11862,경기도,남양주시,호평동,4136010100,A47295707,호평마을주공(624),
11863,대전광역시,유성구,봉명동,3020011100,A30530109,드리미아,
11864,경기도,남양주시,별내동,4136011100,A10028151,LH 별사랑마을 2-10단지,
11865,광주광역시,광산구,월계동,2920011500,A50670802,무들에코클래스,
11866,대구광역시,달성군,옥포읍,강림리,2771026223,A10028159,대구옥포엘에이치천년나무2단지
11867,서울특별시,서초구,서초동,1165010800,A10028146,서초롯데캐슬프레지던트,
11868,경기도,남양주시,별내동,4136011100,A10028140,별내 유승한내들 이노스타,
11869,전라북도,완주군,이서면,갈산리,4571033024,A10028133,전북혁신엘에이치10단지
11870,경기도,하남시,망월동,4145010900,A10028157,미사강변 한신휴플러스,
11871,경기도,구리시,수택동,4131010500,A47170401,수택금호어울림,
11872,경기도,안양만안구,박달동,4117110300,A43003004,브라운스톤하나마을,
11873,서울특별시,동작구,상도동,1159010200,A15603009,상도더샵2차,
11874,경기도,성남수정구,태평동,4113110200,A10028128,일성오퍼스원,
11875,부산광역시,강서구,명지동,2644010400,A10028117,명지삼정그린코아,
11876,세종특별자치시,종촌동,3611011100,A33980015,가재마을10단지 제일풍경채에듀파크,,
11877,부산광역시,영도구,동삼동,2620012100,A10028116,일동미라주브라이튼,
11878,충청남도,천안서북구,쌍용동,4413310700,A33175701,광명아파트,
11879,광주광역시,북구,오치동,2917011500,A50013008,오치공간아파트,
11880,부산광역시,동구,초량동,2617010100,A10028112,부산역 유림 로미오,
11881,충청남도,서산시,성연면,일람리,4421036021,A10028110,고운하이츠아파트
11882,부산광역시,금정구,장전동,2641010800,A10028108,온천장역삼정그린코아,
11883,광주광역시,광산구,흑석동,2920012400,A50625204,수완휴먼시아5단지,
11884,부산광역시,부산진구,부암동,2623010800,A61409006,솔내음파미유,
11885,부산광역시,동구,초량동,2617010100,A10028104,부산역 유림줄리엣,
11886,경기도,고양덕양구,행신동,4128112800,A41222214,행신소만7단지대명,
11887,경상남도,김해시,구산동,4825010600,A62190002,대동아파트,
11888,대구광역시,동구,신서동,2714012400,A70130005,신서그린빌,
11889,제주특별자치도,제주시,연동,5011013700,A10028085,연동한일시티파크,
11890,경기도,남양주시,평내동,4136010200,A47287312,상록데시앙,
11891,광주광역시,북구,신용동,2917013000,A10028074,첨단2지구 중흥S-클래스 아파트,
11892,광주광역시,동구,운림동,2911012100,A50183305,무등스위트맨션,
11893,경상남도,창원성산구,안민동,4812311000,A10028064,안민한스빌아파트,
11894,전라남도,순천시,매곡동,4615010700,A54007002,순천매곡2단지,
11895,대전광역시,유성구,봉명동,3020011100,A10028053,스카이뷰로드,
11896,서울특별시,강남구,논현동,1168010800,A13582002,논현동현,
11897,부산광역시,연제구,연산동,2647010200,A10028028,부산센텀푸르지오,
11898,서울특별시,강남구,개포동,1168010300,A13524006,개포2차 현대아파트,
11899,경상남도,김해시,어방동,4825011800,A62177401,어방시영2차,
11900,전라남도,장성군,장성읍,유탕리,4688025023,A10028015,부강2차아트빌
11901,세종특별자치시,조치원읍,교리,3611025024,A33980008,조치원목화,
11902,경기도,시흥시,대야동,4139010100,A42987404,대야우성1단지,
11903,울산광역시,울주군,범서읍,천상리,3171025922,A68985522,국태그린빌
11904,제주특별자치도,제주시,화북이동,5011011200,A69006202,제주삼화LH2단지,
11905,경상남도,진주시,평거동,4817012600,A66099102,한보하이타운,
11906,경상남도,창원의창구,팔용동,4812112900,A64190606,벽산블루밍B단지,
11907,서울특별시,송파구,장지동,1171010900,A13821005,송파파인타운10단지,
11908,인천광역시,부평구,부개동,2823710700,A40373209,부개 주공6단지 아파트,
11909,부산광역시,강서구,명지동,2644010400,A61870411,명지오션시티한신휴플러스,
11910,서울특별시,강남구,대치동,1168010600,A13583403,대치우성1차아파트,
11911,경기도,수원영통구,망포동,4111710700,A44340003,영통마젤란21,
11912,경기도,의왕시,오전동,4143010500,A43773214,선경무궁화,
11913,강원도,춘천시,후평동,4211012000,A20095802,후평현대5차아파트,
11914,서울특별시,서초구,서초동,1165010800,A13786803,서초3차e편한세상,
11915,인천광역시,서구,오류동,2826011900,A40473608,검단자이1단지,
11916,서울특별시,서초구,잠원동,1165010600,A13779431,신반포22,
11917,경기도,이천시,부발읍,아미리,4150025330,A46774312,아미7현대아파트
11918,부산광역시,부산진구,전포동,2623010200,A61404101,전포동 에메랄드홈,
11919,충청남도,천안동남구,신부동,4413111800,A33094406,신부우방아파트,
11920,경상북도,포항북구,양덕동,4711312200,A79170608,한양수자인,
11921,부산광역시,사상구,감전동,2653010500,A10028191,감전엘에이치,
11922,광주광역시,남구,행암동,2915511000,A10028124,효천2지구 제일풍경채 에듀파크2차,
11923,대구광역시,달서구,송현동,2729012200,A70434008,동서장관빌라,
11924,서울특별시,강남구,논현동,1168010800,A13501007,논현쌍용,
11925,부산광역시,기장군,기장읍,청강리,2671025027,A10028090,씨앤스타빌
11926,서울특별시,은평구,수색동,1138010100,A12275501,DMC자이1단지,
11927,경기도,성남분당구,이매동,4113510600,A10028073,럭키타운아파트,
11928,대구광역시,동구,각산동,2714012300,A10028087,대구혁신도시서한이다음,
11929,울산광역시,중구,반구동,3111011800,A10028075,e편한세상 강변,
11930,서울특별시,강동구,둔촌동,1174010600,A13406007,둔촌성원,
11931,서울특별시,강동구,길동,1174010500,A13470103,길동라인,
11932,서울특별시,은평구,불광동,1138010300,A10028056,북한산힐스테이트7차제2 (임대),
11933,광주광역시,북구,일곡동,2917012700,A50079415,일곡1차 현대,
11934,세종특별자치시,도담동,3611011400,A33980017,도램마을10단지,,
11935,서울특별시,강동구,성내동,1174010800,A13484004,SK허브진주상복합아파트,
11936,서울특별시,강동구,천호동,1174010900,A13402005,천호롯데,
11937,부산광역시,부산진구,초읍동,2623010700,A61487305,초읍한신아파트,
11938,부산광역시,동래구,사직동,2626010900,A60712102,사직삼익아파트,
11939,충청남도,천안서북구,두정동,4413310400,A33182927,두정역 코아루 스위트,
11940,광주광역시,북구,운암동,2917010900,A50017018,운암벽산블루밍메가시티2단지,
11941,경기도,파주시,목동동,4148011700,A41311001,해솔마을6단지,
11942,경상남도,거제시,아주동,4831010500,A65613002,미진이지비아,
11943,충청북도,증평군,증평읍,신동리,4374525025,A36890702,증평주공2단지아파트
11944,서울특별시,성북구,길음동,1129013400,A13611010,길음뉴타운8단지제2,
11945,서울특별시,성북구,하월곡동,1129013600,A13613002,월곡2SHville임대,
11946,서울특별시,성북구,길음동,1129013400,A13611009,길음SHVILLE,
11947,서울특별시,도봉구,방학동,1132010600,A13285601,방학신동아5단지,
11948,서울특별시,노원구,월계동,1135010200,A13991015,월계유원,
11949,서울특별시,노원구,월계동,1135010200,A13905101,월계한일1차,
11950,부산광역시,금정구,구서동,2641010700,A60931004,구서동 쌍용예가 2단지,
11951,경기도,성남분당구,백현동,4113511000,A46374604,성남판교백현마을2단지,
11952,충청북도,청주흥덕구,오송읍,연제리,4311325026,A36395104,오송상록롯데캐슬
11953,충청북도,청주흥덕구,비하동,4311313800,A36177306,비하효성1차아파트,
11954,광주광역시,북구,삼각동,2917011600,A50014004,삼각동우미타운,
11955,세종특별자치시,도담동,3611011400,A33980029,라온프라이빗시티2차,,
11956,인천광역시,연수구,선학동,2818510200,A40675710,선학시영,
11957,경기도,평택시,이충동,4122010900,A45973413,반지마을주공3단지,
11958,전라남도,나주시,빛가람동,4617013400,A52082101,빛가람엘에이치3단지,
11959,경기도,포천시,소흘읍,이동교리,4165025022,A48782607,대방노블랜드1차
11960,서울특별시,영등포구,영등포동8가,1156010900,A15003802,당산푸르지오,
11961,경상북도,안동시,옥동,4717013300,A76075412,옥동2주공임대,
11962,서울특별시,강남구,청담동,1168010400,A13510009,청담래미안로이뷰,
11963,서울특별시,은평구,신사동,1138010900,A12208101,신사성원,
11964,서울특별시,마포구,노고산동,1144011000,A12172201,신촌포스빌,
11965,서울특별시,마포구,서교동,1144012000,A12184201,서교동대우미래사랑,
11966,서울특별시,강서구,마곡동,1150010500,A15722010,마곡엠밸리5단지,
11967,경기도,남양주시,진건읍,용정리,4136025925,A47271604,한신그린2차
11968,서울특별시,강동구,천호동,1174010900,A13402204,강변그대가리버뷰,
11969,대전광역시,유성구,봉명동,3020011100,A30530114,도안7단지예미지,
11970,서울특별시,도봉구,창동,1132010700,A13204003,창동한승미메이드,
11971,충청남도,당진시,신평면,거산리,4427038023,A34381106,신평미소지움
11972,서울특별시,강남구,대치동,1168010600,A13583404,쌍용대치1차,
11973,대전광역시,유성구,송강동,3020014700,A30580303,송강한솔,
11974,경기도,고양일산동구,중산동,4128510200,A41072715,하늘마을2단지,
11975,경기도,화성시,봉담읍,수영리,4159025323,A44589608,양지마을쌍용예가
11976,경기도,평택시,비전동,4122011800,A10028126,엘에이치이곡마을3단지,
11977,서울특별시,노원구,하계동,1135010400,A13993503,하계한신,
11978,경기도,파주시,와동동,4148012200,A41383126,파주운정2가람마을휴먼시아,
11979,광주광역시,광산구,흑석동,2920012400,A50625202,중흥에스-클래스2단지,
11980,경기도,평택시,세교동,4122012000,A45074007,부영원앙아파트,
11981,경기도,고양일산서구,일산동,4128710100,A41182204,일산1차현대홈타운,
11982,경기도,용인기흥구,청덕동,4146311400,A44657507,물푸레마을휴먼시아7단지,
11983,경기도,수원영통구,신동,4111710600,A44373401,래미안영통마크원2단지,
11984,서울특별시,강서구,염창동,1150010100,A15786408,삼정그린코아,
11985,강원도,춘천시,석사동,4211012400,A20093619,휴먼타운,
11986,경상남도,거제시,옥포동,4831010600,A65690503,삼도로얄맨션,
11987,대구광역시,수성구,범물동,2726011300,A70681401,범물에덴타운,
11988,서울특별시,중랑구,묵동,1126010400,A13114002,묵동아이파크,
11989,충청북도,청주흥덕구,오송읍,만수리,4311325025,A36395101,오송마을휴먼시아2단지
11990,경기도,의왕시,왕곡동,4143010400,A43773804,솔거,
11991,경상북도,포항남구,오천읍,용덕리,4711125630,A79090804,제일신천지아파트
11992,서울특별시,양천구,신월동,1147010300,A15883101,신월성원,
11993,경상남도,거창군,거창읍,대동리,4888025023,A67080103,거창하나로2차
11994,울산광역시,울주군,삼남읍,교동리,3171026521,A10028135,영남알프스타운
11995,전라북도,익산시,금강동,4514012500,A57015001,금강동 대신쉐르빌,
11996,세종특별자치시,아름동,3611011300,A10028118,범지기마을9단지,,
11997,부산광역시,강서구,명지동,2644010400,A10028079,명지 엘크루솔마레,
11998,전라북도,전주덕진구,송천동1가,4511312100,A56181803,송천동송학,
11999,대전광역시,유성구,지족동,3020012000,A10028062,노은리슈빌3아파트,
12000,서울특별시,서초구,신원동,1165011100,A10028046,힐스테이트서초젠트리스,
12001,서울특별시,강북구,번동,1130510200,A14206004,쌍용,
12002,서울특별시,서초구,내곡동,1165010900,A10028021,서초포레스타2단지아파트,
12003,경상남도,김해시,삼계동,4825010700,A62107015,분성마을현대아이,
12004,경상남도,거제시,연초면,오비리,4831037022,A65677602,신우마리나아파트
12005,경기도,수원영통구,하동,4111710400,A44376001,광교호수마을휴먼시아32단지,
12006,인천광역시,미추홀구,관교동,2817710600,A40270806,관교성지아파트,
12007,전라남도,목포시,용해동,4611015900,A53070902,목포포미타운LH4단지,
12008,서울특별시,금천구,독산동,1154510200,A15383604,독산진도3차,
12009,서울특별시,영등포구,여의도동,1156011000,A15001001,여의도초원,
12010,서울특별시,영등포구,양평동3가,1156012700,A15010304,양평삼호,
12011,서울특별시,영등포구,대림동,1156013300,A15095001,대림동현대,
12012,서울특별시,동작구,노량진동,1159010100,A15605001,노량진삼익,
12013,서울특별시,동작구,상도동,1159010200,A15603007,상도래미안1차제2,
12014,전라남도,목포시,산정동,4611010200,A53035014,신안비치1-2,
12015,부산광역시,강서구,명지동,2644010400,A61870408,엘크루블루오션C4,
12016,경상북도,칠곡군,석적읍,남율리,4785025623,A71870208,석적우방신천지아파트
12017,서울특별시,구로구,천왕동,1153011100,A15213004,천왕이펜하우스4단지,
12018,충청남도,당진시,송악읍,석포리,4427025341,A34382203,당진수웅누리
12019,대구광역시,북구,국우동,2723012200,A70222003,칠곡그린빌6단지,
12020,경상북도,구미시,선산읍,노상리,4719025023,A73080202,우공2차한효아파트
12021,서울특별시,관악구,봉천동,1162010100,A15176603,봉천갑을,
12022,서울특별시,서초구,서초동,1165010800,A13707019,서초한신리빙타워,
12023,서울특별시,강남구,역삼동,1168010100,A13508013,역삼SK허브젠,
12024,충청북도,옥천군,옥천읍,문정리,4373025022,A37380307,옥천문정3단지아파트
12025,부산광역시,북구,만덕동,2632010300,A61682907,만덕동원,
12026,서울특별시,강서구,내발산동,1150010600,A15728008,마곡수명산파크1단지,
12027,경상남도,거제시,고현동,4831010900,A65672002,롯데인벤스가,
12028,경기도,고양일산서구,대화동,4128710400,A41180510,대화장성마을1단지동부,
12029,대전광역시,서구,관저동,3017011600,A30275805,원앙마을2단지,
12030,서울특별시,마포구,공덕동,1144010200,A12180506,공덕삼성래미안3차,
12031,서울특별시,노원구,공릉동,1135010300,A13980403,공릉삼익2차,
12032,경상북도,경주시,충효동,4713011400,A10028111,신원아침도시,
12033,충청북도,청주흥덕구,강서동,4311311700,A10028122,강서미소랑1차아파트,
12034,서울특별시,동작구,상도동,1159010200,A15678102,상도삼호,
12035,대구광역시,달성군,유가읍,봉리,2771025924,A10028093,테크노폴리스 하나리움 퀸즈파크
12036,경기도,고양덕양구,토당동,4128112000,A41271502,장미8차,
12037,서울특별시,동대문구,용두동,1123010200,A10028080,용두 롯데 캐슬리치 아파트,
12038,광주광역시,동구,충장로4가,2911013000,A50172501,충장아트원,
12039,광주광역시,서구,치평동,2914012000,A50271502,상무리채2차,
12040,경상남도,거창군,거창읍,대동리,4888025023,A67080307,대동주공
12041,경기도,화성시,영천동,4159013100,A10028071,동탄센트럴자이아파트,
12042,전라남도,나주시,이창동,4617012800,A10028054,나주사랑가아파트,
12043,부산광역시,해운대구,중동,2635010600,A10028037,해운대힐스테이트위브,
12044,전라북도,군산시,산북동,4513015100,A10028186,군산 하나리움시티2차아파트,
12045,경기도,수원팔달구,화서동,4111513800,A44286501,화서영광아파트,
12046,서울특별시,마포구,상수동,1144011500,A12170702,래미안밤섬리베뉴 2,
12047,광주광역시,북구,운암동,2917010900,A10028096,블루시안1차,
12048,경상북도,고령군,대가야읍,지산리,4783025326,A71780202,덕경인터빌
12049,경상남도,김해시,삼계동,4825010700,A62107004,화정마을3단지북부부영3차,
12050,대구광역시,북구,동천동,2723012400,A70275810,칠곡2차보성서한타운,
12051,대구광역시,중구,남산동,2711015600,A70044005,극동스타클래스남산,
12052,경기도,안양만안구,안양동,4117110100,A43084302,흥화브라운빌,
12053,충청남도,천안서북구,백석동,4413310300,A33178712,백석마을중흥에스-클래스,
12054,경상남도,창원의창구,동읍,신방리,4812125033,A64186507,신방대한
12055,충청북도,청주청원구,율량동,4311410300,A36081915,율량현대건설,
12056,충청남도,천안서북구,성정동,4413310200,A33117008,프라지움3차,
12057,충청북도,청주상당구,금천동,4311112000,A36078007,장자마을10단지부영아파트,
12058,세종특별자치시,종촌동,3611011100,A33980013,가재마을5단지,,
12059,경기도,용인기흥구,보라동,4146310500,A44695301,기흥삼정,
12060,전라북도,익산시,모현동1가,4514011400,A57075718,"모현4,5,6차 현대아파트",
12061,강원도,강릉시,입암동,4215012500,A21074103,강릉 더샵,
12062,충청북도,증평군,증평읍,송산리,4374525032,A36870205,증평송산지평더웰
12063,충청남도,아산시,신창면,행목리,4420041025,A33677802,양우 내안애 아파트
12064,서울특별시,노원구,상계동,1135010500,A13973201,노원우성,
12065,경기도,부천시,상동,4119010900,A42003025,상동꿈동산신안,
12066,경기도,안양동안구,호계동,4117310400,A43175110,일신진흥,
12067,울산광역시,울주군,범서읍,천상리,3171025922,A10028195,문수애시앙아파트
12068,대구광역시,달서구,유천동,2729011800,A10028098,월배1차 아이파크,
12069,경기도,부천시,송내동,4119011400,A42204004,중동역2차푸르지오A단지B단지,
12070,대전광역시,중구,용두동,3014011200,A30174501,한라무지개,
12071,충청북도,청주상당구,금천동,4311112000,A36080315,장자마을9단지(부영6차)아파트,
12072,경상남도,밀양시,삼문동,4827010400,A62775009,세경웰러스리버,
12073,부산광역시,부산진구,가야동,2623011000,A61476403,가야벽산아파트,
12074,세종특별자치시,도담동,3611011400,A33980028,도램마을20단지,,
12075,충청남도,천안동남구,구성동,4413110800,A33006003,구성향목그라비스아파트,
12076,경기도,부천시,약대동,4119010500,A42073304,부천아이파크,
12077,강원도,원주시,태장동,4213011200,A22096007,태봉우성2차아파트,
12078,인천광역시,연수구,송도동,2818510600,A40673923,송도더샵그린워크1차,
12079,대구광역시,동구,봉무동,2714010500,A70172004,이시아폴리스더샵4차,
12080,서울특별시,강남구,신사동,1168010700,A10028094,압구정하이츠파크,
12081,서울특별시,노원구,중계동,1135010600,A13993002,중계현대2차,
12082,전라북도,전주덕진구,반월동,4511312300,A10028131,월드컵이지움아파트,
12083,세종특별자치시,고운동,3611011200,A10028136,가락마을9단지아파트,,
12084,대구광역시,수성구,수성동1가,2726010300,A70690702,태왕아너스클럽,
12085,경기도,수원권선구,당수동,4111314100,A44175105,당수삼정,
12086,세종특별자치시,종촌동,3611011100,A10028185,가재마을3단지아파트,,
12087,서울특별시,송파구,가락동,1171010700,A13880204,가락대림아파트,
12088,경상남도,창원의창구,북면,감계리,4812131028,A64187108,감계힐스테이트3차
12089,서울특별시,강남구,논현동,1168010800,A13501008,거평,
12090,울산광역시,남구,옥동,3114010200,A68084506,한양코아,
12091,전라북도,김제시,검산동,4521010400,A57670104,김제제일오투그란데타운하우스,
12092,경상남도,사천시,용현면,송지리,4824033021,A66495101,사천용현휴먼시아
12093,충청북도,청주흥덕구,가경동,4311311300,A36173603,가경효성아파트,
12094,경기도,성남분당구,수내동,4113510200,A46392206,수내양지마을한양1단지,
12095,경기도,화성시,향남읍,행정리,4159025939,A44592607,복사꽃마을한국아델리움
12096,전라북도,전주덕진구,덕진동2가,4511310600,A56185105,전주하가부영,
12097,경상북도,경주시,용강동,4713012500,A78075604,용황스위첸,
12098,서울특별시,성북구,삼선동2가,1129011200,A13672102,삼선힐스테이트,
12099,광주광역시,광산구,선암동,2920010700,A10028163,선운지구다사로움,
12100,경기도,화성시,반송동,4159012700,A44516013,동탄역 U.BORA 여울숲 2.0,
12101,인천광역시,서구,석남동,2826011000,A40482301,석남 신동아 아파트,
12102,충청남도,계룡시,신도안면,남선리,4425033021,A32175401,계룡대
12103,강원도,태백시,장성동,4219010200,A23570401,타워빌,
12104,광주광역시,남구,진월동,2915510800,A50384103,광명아파트,
12105,경기도,하남시,망월동,4145010900,A10028200,미사강변 파밀리에,
12106,충청북도,제천시,교동,4315010500,A39007002,교동두진,
12107,경상남도,창원의창구,북면,감계리,4812131028,A64187107,감계아내에코프리미엄
12108,세종특별자치시,도담동,3611011400,A33980023,도램마을13단지아파트,,
12109,전라북도,군산시,나운동,4513014400,A57335032,나운금호타운1단지,
12110,경상북도,경산시,중산동,4729011000,A71277401,펜타힐즈서한이다음,
12111,서울특별시,노원구,상계동,1135010500,A13981204,상계불암현대(임대),
12112,대구광역시,달서구,송현동,2729012200,A70434202,본동주공아파트,
12113,서울특별시,강서구,가양동,1150010400,A15781003,가양9-2,
12114,경상북도,포항북구,흥해읍,이인리,4711325049,A79171308,대유타운
12115,경기도,하남시,선동,4145011200,A10028143,리버나인 RIVERNINE,
12116,경기도,화성시,향남읍,하길리,4159025926,A44592108,화성향남오색마을사랑으로부영10단지
12117,서울특별시,서초구,방배동,1165010100,A13782804,삼호,
12118,경기도,구리시,수택동,4131010500,A47103007,반석블레스,
12119,경기도,평택시,용이동,4122012400,A10028072,e편한세상평택,
12120,부산광역시,사하구,괴정동,2638010100,A60408001,괴정새보람더존빌,
12121,울산광역시,북구,중산동,3120010600,A68375001,한라그린맨션,
12122,경상남도,거제시,옥포동,4831010600,A65690404,옥포대우아파트사원,
12123,경기도,광명시,하안동,4121010300,A42385401,하안현대,
12124,경상남도,진주시,충무공동,4817013700,A66084105,혁신도시엘에이치5단지,
12125,울산광역시,남구,신정동,3114010400,A68079501,미소지움 아파트,
12126,전라북도,전주완산구,삼천동1가,4511113700,A56075606,삼천이안아파트,
12127,경기도,용인수지구,죽전동,4146510200,A44854309,대지마을2차현대홈타운,
12128,충청북도,음성군,금왕읍,금석리,4377025322,A36975304,음성금석LH아파트
12129,전라남도,보성군,벌교읍,회정리,4678025338,A54690102,보성회정LH천년나무
12130,충청남도,천안서북구,쌍용동,4413310700,A33109015,파크밸리 동일하이빌,
12131,서울특별시,중랑구,면목동,1126010100,A13181201,면목신성미소지움,
12132,경상북도,안동시,옥동,4717013300,A76071402,안동호반베르디움,
12133,부산광역시,영도구,동삼동,2620012100,A60676205,부산동삼2주공,
12134,인천광역시,남동구,서창동,2820010500,A40576905,인천서창LH12단지,
12135,경상북도,경산시,계양동,4729011600,A71212004,계양주공2.3차,
12136,경기도,부천시,상동,4119010900,A42003004,상동진달래마을신동아아파트,
12137,대전광역시,유성구,원신흥동,3020011400,A30531503,인스빌리베라,
12138,대전광역시,중구,태평동,3014011400,A30115001,삼부새롬,
12139,경기도,용인수지구,상현동,4146510700,A44851510,광교힐스테이트,
12140,경기도,화성시,반월동,4159012000,A10028164,신동탄 SK뷰 아파트,
12141,광주광역시,광산구,신창동,2920011800,A50630603,신창1차남양휴튼,
12142,경기도,수원장안구,천천동,4111113300,A44071006,천천현대,
12143,서울특별시,강남구,삼성동,1168010500,A13509013,래미안삼성1차(105),
12144,서울특별시,마포구,대흥동,1144010800,A12181102,마포태영제2,
12145,경상남도,진주시,평거동,4817012600,A10028091,더 퀸즈 웰가,
12146,충청남도,천안서북구,차암동,4413310600,A10028137,e편한세상1차 스마일시티아파트,
12147,서울특별시,광진구,자양동,1121510500,A14375801,우성6,
12148,충청북도,청주서원구,성화동,4311210800,A36123001,남양휴튼,
12149,전라북도,전주완산구,평화동1가,4511113200,A56084306,평화주공2단지아파트,
12150,부산광역시,기장군,정관읍,모전리,2671025627,A61996114,정관동일스위트3차
12151,경상남도,김해시,대청동,4825012900,A62183124,갑오마을5단지부영6차,
12152,경상북도,포항남구,오천읍,원리,4711125621,A79090311,원동2차부영아파트
12153,전라남도,여수시,둔덕동,4613012300,A55025001,여수신원아르시스,
12154,서울특별시,성북구,길음동,1129013400,A13611001,길음뉴타운4단지임대,
12155,부산광역시,서구,토성동1가,2614011200,A60276401,봄여름가을겨울아파트,
12156,서울특별시,성동구,하왕십리동,1120010200,A13302206,왕십리풍림아이원,
12157,전라북도,김제시,검산동,4521010400,A10028199,김제검산샬레1차아파트,
12158,서울특별시,중랑구,묵동,1126010400,A13185402,묵동한국,
12159,경기도,남양주시,별내동,4136011100,A47274221,별내 별빛마을3-5단지,
12160,서울특별시,은평구,불광동,1138010300,A12204005,북한산래미안아파트(임대),
12161,강원도,원주시,단구동,4213010700,A22097627,동보노빌리티타워골드,
12162,부산광역시,동래구,사직동,2626010900,A60776401,사직삼환나우빌,
12163,서울특별시,송파구,송파동,1171010400,A10028083,송파SK아파트,
12164,서울특별시,서초구,내곡동,1165010900,A13718001,서초더샵포레,
12165,대전광역시,서구,둔산동,3017011200,A30273701,햇님아파트,
12166,세종특별자치시,아름동,3611011300,A10028155,범지기마을12단지(중흥S-에코타운),,
12167,전라북도,김제시,신풍동,4521010200,A10028156,아이지파크,
12168,경기도,고양일산서구,덕이동,4128710500,A41176705,일산파밀리에 2단지,
12169,강원도,춘천시,효자동,4211011200,A20082901,현진에버빌3차,
12170,세종특별자치시,아름동,3611011300,A33980014,범지기마을 4단지(한양수자인 에듀시티),,
12171,전라남도,여수시,봉계동,4613013900,A55508003,아주타운아파트,
12172,서울특별시,구로구,오류동,1153010800,A15210209,오류푸르지오,
12173,경상남도,거창군,거창읍,상림리,4888025021,A67080703,거창상동주공
12174,광주광역시,광산구,선암동,2920010700,A50610003,선운 모아엘가,
12175,전라남도,순천시,조례동,4615013300,A54032008,조례현대1차아파트,
12176,경기도,용인기흥구,신갈동,4146310100,A44658415,기흥역롯데캐슬스카이,
12177,경기도,남양주시,화도읍,묵현리,4136025622,A47276903,경성큰마을2단지
12178,광주광역시,남구,백운동,2915510500,A50380601,백운현대아파트(현대아파트),
12179,경기도,안양동안구,관양동,4117310200,A43178101,한가람두산,
12180,전라북도,전주덕진구,호성동1가,4511311600,A56121104,호성동 신동아1차,
12181,경기도,의정부시,의정부동,4115010100,A48084701,신도2차3차,
12182,서울특별시,강남구,개포동,1168010300,A13593901,개포자이아파트,
12183,경상남도,창원진해구,용원동,4812916400,A64577502,이지더원2단지,
12184,부산광역시,동래구,명장동,2626010100,A60781204,명장경동타운,
12185,인천광역시,연수구,연수동,2818510300,A40676609,인천연수1,
12186,세종특별자치시,고운동,3611011200,A10028013,세종5차 호반베르디움 가락마을20단지아파트,,
12187,부산광역시,북구,금곡동,2632010100,A10028138,동원역삼정그린코아,
12188,서울특별시,노원구,하계동,1135010400,A13993501,하계삼익선경,
12189,경상남도,거제시,옥포동,4831010600,A10028003,거제엘크루랜드마크,
