,시군구,PC1,PC2,PC3
78,보령시,-0.22068630908358786,1.2267403280010005,0.6402152451286697
79,보성군,-1.2567979569801022,0.25064083010401866,0.6411648390262867
80,보은군,-1.0344989018865278,-0.12221066195063922,0.675512709652986
81,봉화군,-1.7550894110964061,0.5997427584076597,0.3973579832794831
82,부산광역시 강서구,-0.3290278536692788,0.3555871591113119,-0.00790786025897309
83,부산광역시 금정구,-0.5381347280495429,0.5448946099620546,0.6029367023454856
84,부산광역시 기장군,2.1910749081560037,-0.5600580550736113,-0.014322258772425404
85,부산광역시 남구,-0.7996957898283634,0.1603729599397596,0.4453124869505338
86,부산광역시 동구,-1.455394831122988,-0.25690970154276,0.7422191974240592
87,부산광역시 동래구,-0.13723403668928613,0.5366071364843813,0.7509755987333848
88,부산광역시 부산진구,0.5045135186398955,0.2842893409192635,-0.4656694130601204
89,부산광역시 북구,-1.0525135883574566,0.25697744404957745,0.42869749677703606
90,부산광역시 사상구,-1.2303531440418483,0.2847244034800271,0.7577500000605648
91,부산광역시 사하구,-0.5157700116265981,-0.3658667567874016,0.6373043440079521
92,부산광역시 서구,-0.23883588456663193,0.1709368212256582,1.0623642128258193
93,부산광역시 수영구,-0.21931391618574617,-0.2775785526297961,-0.45589530203546896
94,부산광역시 연제구,-1.2844873430252537,0.4289692750659255,-0.861278036146989
95,부산광역시 영도구,-0.390883511223959,0.525902088591034,1.2430421246208683
96,부산광역시 중구,-1.3308016563261975,-0.00773505639696906,0.0741478509577894
97,부산광역시 해운대구,2.341711589203423,-0.19080461636641477,-0.10338795570812168
98,부안군,-0.771305969911463,-0.10910698959006787,1.271610353750619
99,부여군,-0.8685953156331019,-0.4382657175759984,0.7052473170832542
100,부천시,1.6145678877977234,-0.7406023324755753,-1.6670821418378123
101,사천시,-0.4466915287279028,0.33981014659537373,1.1386810812420263
102,산청군,-1.4832851805764917,-0.13399725911599114,0.8261343900746588
103,삼척시,0.358559111677543,0.1155100099071237,2.0379209438468355
104,상주시,-1.0507519775048304,0.012199089143306172,0.33645784451321215
105,서귀포시,9.676029427233233,2.0608856017553716,5.310286314404418
106,서대문구,-0.5801111860016053,-0.6045527472113176,-1.7910073788902596
107,서산시,-1.1296654264418784,0.0047022322118397885,0.3010454919495353
108,서천군,-1.346189483948916,0.38478435806363015,0.5458722225947373
109,서초구,1.0852789423511284,-0.6306807344246425,-1.3160441461294359
110,성남시,3.7490931224863653,-0.7147387665302811,-3.020279456392082
111,성동구,0.15278383110472515,-0.3247812548175867,-0.5312293937299929
113,성주군,-1.5178010429414512,0.4731112072863284,-0.9772512180381521
114,세종시,0.7145717508231629,-0.2269416016767879,-0.11423108694541209
115,속초시,1.1222176954596823,-0.17536517225302733,0.34391860699329274
116,송파구,2.0808274325087357,-0.7006433824308125,-2.370153898502674
117,수원시,6.195767285001512,-0.2836123918046039,-3.182791903524417
118,순창군,-0.9370445383355868,-1.1992315780706666,1.0344449913649978
119,순천시,0.033152307003560456,-0.44653816755249776,0.0078693768393036
120,시흥시,1.2435556591326071,-0.08845768158231551,-1.1927702573447636
121,신안군,-1.3946582108332568,-0.5975330625915178,1.130623557281246
122,아산시,0.1269063088572392,-0.09564623934682279,-0.17845836500463444
123,안동시,-0.5504540513766331,-0.5800380487116062,0.11727601759330324
124,안산시,3.2284387177634986,-0.25170515046275566,-0.6564089109117773
125,안성시,-0.074601075269533,0.7188912834565273,-0.09553829262514565
126,안양시,0.556955637214866,-0.6032028746644645,-1.4746666653610523
127,양구군,-1.4082576076239732,-0.6038959888096511,1.0297273864378595
128,양산시,0.28096095168611174,0.14139578772223957,-0.5498595661308237
129,양양군,0.9994801270750396,-0.025813931352284627,1.3415890051455814
130,양주시,1.5491496641979539,-0.1996096042393579,0.18122516563649432
131,양천구,-0.21253670884329115,-0.1927856291176749,-1.0276214964426227
132,양평군,2.463760416883112,0.33475994747903887,1.4313033647554505
133,여수시,1.3261486052522913,0.33955399016970716,0.9187585734917648
134,여주시,-0.6285494690036051,-0.14873960731110025,0.21646591004446974
135,연천군,-1.2488673003505928,-0.5188233782505558,0.43142772909387767
136,영광군,-1.3164607463917715,-0.48143093744344184,0.7825766765289776
137,영덕군,-0.27082867833751695,-0.3829827258954669,1.040207177393477
138,영동군,-1.7702044092783993,-0.34278111643567016,0.14759655024905788
139,영등포구,0.2831707371044656,-0.3168418928825105,-1.7879329912391724
140,영암군,-1.6293127215547947,0.6715743551803551,-0.09038556923610852
141,영양군,-1.6025846688497896,-0.34853868286009243,0.052715831542029336
142,영월군,-1.0702611633053358,0.11666957613748699,0.7399890000670613
143,영주시,-1.4876445469928554,-0.48265755100132085,-0.15951145375455172
144,영천시,-0.9807721223824509,-0.016163023390469496,0.5096341819570763
145,예산군,-0.8904465526380806,0.3494938993790667,0.33909450819630743
146,예천군,-1.8158504290619046,0.26590778237042595,-0.3956000816552897
147,오산시,-0.4748856913486725,-0.03186781799274635,0.026058044610298692
148,옥천군,-1.0267504794279079,-0.3113102086004246,0.4416679963206746
149,완도군,-1.0168365589133699,-0.5615913556828216,0.9592122687564975
150,완주군,-1.2286088300866473,-0.6175044541309468,0.16969817339462556
151,용산구,0.460430920475392,0.9732811034754536,-2.1163048466124033
152,용인시,4.410192322204547,-1.600703579396312,-1.7341602970658014
153,울릉군,-1.0457770919019596,-0.9225430444444176,1.4539252323373704
154,울산광역시 남구,0.6641689142379829,-1.7704732624762547,-0.2635275183462528
155,울산광역시 동구,-1.002349661581615,-0.15820367728496648,0.00850549153051428
156,울산광역시 북구,-0.16473145968708355,-1.7038782387982656,0.6350574269542264
157,울산광역시 울주군,0.8646685170654643,-0.9510957966985849,-0.15314116986336912
158,울산광역시 중구,-0.660719645414882,-2.373095108462759,-0.4307761335242877
159,울진군,-0.7667687193577524,0.02082984688905363,0.5828661269361182
160,원주시,1.2972130565090887,-1.295463577662177,-0.09380467407448052
161,은평구,-0.3946940905169807,-1.7139248725105056,-0.16265508954587965
162,음성군,-1.3210405963399188,-2.0390750045315453,-0.1100537862437104
163,의령군,-1.7964795405269993,-0.3607601779905943,0.24677144790244795
164,의성군,-1.5290546636787377,-0.5683057286663781,0.5663009576056891
165,의왕시,-0.42760707114593116,-0.43251813277964013,-0.35411936732330185
166,의정부시,0.5172854866314094,-0.38805512529195396,-0.6316911431736484
167,이천시,-0.40816739447113,0.16006617227869463,-0.33180308931111496
168,익산시,-0.434353056528246,-1.3937705350972387,-0.7688176450190155
169,인제군,-1.253417820745873,-0.4805764549914993,0.5002285122354179
170,인천광역시 강화군,2.065334933171987,-0.46532715072181213,1.388287822972467
171,인천광역시 계양구,-0.5675845396419602,-0.41158402172876457,-0.10921595304090333
172,인천광역시 남동구,0.861976972903164,-1.1384540784051431,-1.7335388791931179
174,인천광역시 미추홀구,-0.3721251176116585,-1.847859508309124,-1.0493832079131968
175,인천광역시 부평구,0.358733398265633,-1.5628728679880648,-2.4292087009071017
176,인천광역시 서구,0.9538506407849455,-1.6007626555974332,-1.5020142163212526
177,인천광역시 연수구,0.7894768764662603,-1.1522984653679356,-1.2097784990591869
178,인천광역시 옹진군,-0.6874669852762764,-0.5525520843306151,1.3802805154897015
179,인천광역시 중구,1.5812903178303357,2.023111545171937,-0.5177770034269147
180,임실군,-1.5381035821791005,0.25265445411438736,-0.14572149352347055
181,장성군,-1.374006290654696,-1.2294561958764814,0.5621442678192567
182,장수군,-1.7494706358401526,-1.5002630187697836,1.0020079627620504
183,장흥군,-1.307609288811061,-0.9095824278672763,1.1659999285720268
184,전주시,1.481632019441754,-2.1606566537879695,-0.6267879607327613
185,정선군,-0.888387770611424,-1.2280660450555738,0.906736645837303
186,정읍시,-0.9668094630311961,-0.024852591095415537,1.0818665144729158
187,제주시,13.595217613555995,1.5349538827025584,5.558557688633229
188,제천시,-0.6012927112998774,0.6924459989471682,0.8517369789620473
189,종로구,0.9213598910400352,-0.34019374272293257,-1.1285317426426853
190,중구,0.3220488060306989,1.2874883575768594,-1.4673902956954505
191,중랑구,-0.4059798657335544,0.3171797077506712,0.0810856156578787
192,증평군,-1.6600509502853253,-0.6382106021663352,0.2761295756844685
193,진도군,-1.1696899564259469,-0.4200566346022979,1.658859378927193
194,진안군,-1.4336089266523995,-0.23250138343134652,0.7094952188139237
195,진주시,0.2434723422875476,0.24228048026383425,0.5463742516336704
196,진천군,-1.4448601330830908,-0.1842921872957799,0.01700365875101921
197,창녕군,-0.9183849078259015,-1.2611298089366236,0.5756909421777998
198,창원시,4.4966305724536335,-0.6193352556835064,-1.0275021199340357
199,천안시,2.8392289130380988,-0.2737173044911768,-1.4256937224339028
200,철원군,-1.4948084975126672,0.301291850088403,0.7533445604143201
201,청도군,-1.0173068082735328,0.24914054958351523,0.09189164652471019
202,청송군,-2.0876260505190536,2.735134967364598,0.02537233266212937
203,청양군,-1.847122542643802,2.1671758698660804,0.1562977964553839
204,청주시,2.4554439576712555,0.673619716931182,-2.1807917004400696
205,춘천시,1.6166073924830007,1.033295188871893,0.6883749526003115
206,충주시,-0.3560618748697345,0.6369825416881707,0.6555723764139826
207,칠곡군,0.10544428798238874,0.2229000149871768,-0.18695599770739355
208,태백시,-1.5397268734506508,-1.479757059921557,0.8340085513083799
209,태안군,2.0913692203803937,-0.05573157317624202,3.3578239778402548
210,통영시,0.5667248738087456,-0.6676375608412517,1.9824218003195357
211,파주시,3.031376561333038,-0.7108592982975344,-1.5342297823864854
212,평창군,0.40761695104527096,0.21666139040492435,1.7153146070397127
213,평택시,1.6473917259437876,-0.3196195393366369,-1.3203385856697987
214,포천시,1.2530400413720084,-0.5301838109610334,1.3666781675323338
215,포항시,2.1818762840852335,-0.34961303441054825,-0.4659738338667895
216,하남시,1.4022770070307533,-0.406511111211956,-0.8148093087723514
217,하동군,-0.620705801834278,-1.0696665747891672,1.2775255648443575
218,함안군,-1.2278205560375675,-0.2959314621762187,0.5703769105230093
219,함양군,-1.471459391034537,0.48607617549671156,0.47238965544570566
220,함평군,-1.5018102764516166,0.3246987903137138,-0.2140535131034705
221,합천군,-1.149299235440907,-1.0163648872875068,0.7901687118566978
222,해남군,-1.097679453558607,-1.0627056973197913,0.9259870579393553
223,홍성군,-0.992725876563384,-0.9644715264475212,0.0608519292142275
224,홍천군,0.29346856429725604,-0.5097269444269354,1.477033345288709
225,화성시,4.138551727362307,0.2862760005348807,-1.0230933564153126
226,화순군,-0.8894514761788179,-0.4475772508320146,0.9803060604796147
227,화천군,-1.4763770899141302,-1.0689375900681983,0.14667539063220275
228,횡성군,-1.1221055330108334,-1.1592833039947477,0.40347341629955435
